professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Vanessa  Mitchell,Volunteer State Community College,Psychology department, Gallatin, TN,14.0,4.4,,2.9,Tough Grader (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Gives good feedback (1),20.0,04/05/2017,NAN,PSYC2030,5.0,3.0,Mandatory,Yes,Yes,A,0.0,0.0,Definitely one of my favorite classes while I was at Vol State. She made the class very fun to learn in. She is very cool and was very understanding about me having a class at another school. You can\'t be shy or embarrassed in her class because she\'ll use her psychology on you! But if you get the chance to take her take her. She is really cool.,68.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department, Boston, MA,13.0,2.6,33%,2.8,Skip class? You won\'t pass. (4)  TEST HEAVY (1)  LOTS OF HOMEWORK (1)  GRADED BY FEW THINGS (1)  LECTURE HEAVY (1)  EXTRA CREDIT (1),26.0,02/07/2009,NAN,PHYS12,3.0,5.0,,,,,0.0,1.0,Very enthusiastic about physics. very weird twitching habits especially with eyebrows. But overall a nice teacher. Physics 1 is really easy but physics 2 is very hard.,27.0,male,nh_black,0.0059815194,0.008542055,0.7630602,0.22241622,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
Anthony  James,Coastal Carolina Community College,History department, Jacksonville, NC,3.0,4.2,100%,3.3,Get ready to read (8)  Tough Grader (7)  Caring (5)  Amazing lectures (4)  Skip class? You won\'t pass. (3)  Respected (3)  GROUP PROJECTS (2)  LOTS OF HOMEWORK (2)  Gives good feedback (2)  Inspirational (2)  Clear grading criteria (2)  Participation matters (1)  LECTURE HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1)  Hilarious (1),46.0,05/13/2015,NAN,131,5.0,4.0,,Yes,Yes,,0.0,0.0,Very passionate about teaching. I was worried about taking him. He seemed like he would be a tough teacher that didn\'t care about students passing (on day one) I couldn\'t have been more wrong. He was very knowledgeable and willing to answer questions. Quizzes are MC and based on reading. Exams are short answer and essays. Know MLA format 4 papers,61.0,male,hispanic,0.006852621,0.85611624,0.025865553,0.11116557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Nina-Nash  Robertson,Central Michigan University,Music department, Mount Pleasant, MI,14.0,4.0,,1.7,Inspirational (4)  Respected (3)  Hilarious (2)  Caring (1)  Participation matters (1)  Skip class? You won\'t pass. (1),27.0,03/16/2018,NAN,MUS180A,5.0,3.0,Mandatory,Yes,Yes,A+,0.0,0.0,I miss Dr. Nina so much. I am so honored to have sung under her.,15.0,male,nh_white,0.023864917,0.40464708,0.052973956,0.5185141,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeffrey  Sawyer,University of Baltimore,History department, Baltimore, MD,12.0,3.7,,3.6,GROUP PROJECTS (2)  Hilarious (1)  Tough Grader (1)  Gives good feedback (1)  Get ready to read (1),14.0,10/01/2005,NAN,COMMONLAW,2.0,5.0,,,,,0.0,0.0,He\'s very knowledgeable but all over the place. It didnt\' help that he wrote the book. The only real study group I had in undergrad and that was so we could teach the material to ourselves. He\'s smart but I don\'t feel like he can convey the material. His tests are also difficult but fair.,55.0,male,nh_white,0.0065066754,0.020175837,0.461634,0.5116835,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
Val  Wilson,Cambrian College,Nursing department, Sudbury, ON,15.0,1.9,,3.2,Caring (2)  Participation matters (2)  ACCESSIBLE OUTSIDE CLASS (1)  Clear grading criteria (1)  Get ready to read (1),9.0,11/04/2016,NAN,BSN2184,1.0,4.0,Mandatory,Yes,No,,0.0,0.0,Unclear expectations of what we should know/be tested on.,9.0,male,nh_white,0.030073723,0.3387537,0.11524199,0.5159305999999999,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Carol  Bennet,Western Michigan University,English department, Kalamazoo, MI,6.0,4.3,,3.2,,10.0,03/24/2008,NAN,BCM1420,4.0,4.0,,,,,0.0,0.0,If you pay attention to carol you will learn a lot and get a good grade.,16.0,male,nh_white,0.01608045,0.4161487,0.041194953,0.5265759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew  Reimer,St. Cloud State University,Health Science department, St. Cloud, MN,7.0,4.4,,1.2,,38.0,07/16/2009,NAN,PESS122,2.5,1.0,,,,,0.0,0.0,Real immature professor. I mean it\'s gym so it\'s an easy class but it feels like high school and he\'s a **** about attendance. Take someone else if possible,29.0,male,nh_black,0.0037592284,0.006951848,0.71576136,0.27352756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Douglass,University of Cincinnati Blue Ash College,History department, Cincinnati, OH,6.0,2.0,,4.0,LECTURE HEAVY (9)  Tough Grader (8)  Skip class? You won\'t pass. (7)  Get ready to read (7)  SO MANY PAPERS (2),30.0,01/06/2016,NAN,HIST001,4.0,4.0,Mandatory,Yes,,A+,0.0,0.0,Prof. Douglas really knows his info it\'s obvious that he enjoys teaching. The class was strictly a lecture class which is told on the registration website so if your expecting a hands on exciting class it\'s almost common sense to not sign up for a lecture course! Unlike much of the class I attended every day and took notes. I got an easy A.,64.0,male,hispanic,0.032767422,0.497712,0.3492356,0.12028503,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Murphy,Long Beach City College,Biology department, Long Beach, CA,2.0,2.4,,3.6,,10.0,04/17/2004,NAN,ECOLOGY,1.0,3.0,,,,,0.0,0.0,I\'ve never had a teacher pass out so many papers. This is strange for a environmental guy. In average lecture approximately 25% of what is said is repeated stories/ insights that you hear everydayrest is confusing assignments. Not nice at all.,41.0,male,nh_white,0.07879786,0.15139157,0.24670364,0.5231069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raminder  Luther,Salem State University,Finance department, Salem, MA,9.0,3.8,67%,3.4,Participation matters (4)  Tough Grader (3)  Gives good feedback (3)  Respected (3)  Clear grading criteria (2)  Skip class? You won\'t pass. (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (2)  TEST HEAVY (2)  BEWARE OF POP QUIZZES (2)  Caring (1)  Amazing lectures (1)  Inspirational (1),29.0,01/18/2017,NAN,FIN301,4.0,4.0,Mandatory,Yes,Yes,B+,0.0,0.0,She is tough wants you to participate to help you understand Finance. She really cares about you learning and getting something out of class. Last semester she started using online resources which made some of the homework easier.,38.0,male,nh_black,0.0052493727,0.011763129,0.527424,0.45556346,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0
Guy  King,California State University Chico,Geography department, Chico, CA,11.0,3.9,,1.9,Get ready to read (2)  Clear grading criteria (2),26.0,01/11/2010,NAN,SOSC301,5.0,2.0,,,,,0.0,0.0,I took his SOSC 301 class online and it was great. It was very straightforward. Everything came from the textbook. It was an easy A for me. And he was always helpful and emailed back right away.,37.0,male,hispanic,0.013929932,0.58274835,0.032823265,0.37049845,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pat  Sawyer,Middlesex Community College,Psychology department, Middletown, CT,5.0,4.7,,1.8,,37.0,06/19/2006,NAN,LIFESPANDEV,5.0,2.0,,,,,0.0,0.0,Professor Sawyer is probably the best teacher at the college. She is very thorough and covers all the material so students can understand it. She provides handouts and is extremely helpful to students who need extra assistance. Definitely a professor to take for psychology. She is clearly an asset to Middlesex!,51.0,male,nh_white,0.046299808,0.05869125,0.07174887,0.82326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul  Clark,Albright College,Literature department, Reading, PA,11.0,4.1,,2.5,,13.0,04/23/2003,NAN,IDS,4.0,2.0,,,,,0.0,0.0,much learning from him,4.0,male,nh_white,0.019316565,0.06041165,0.25892282,0.66134906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff  Price,Oklahoma State University,Graphic Arts department, Stillwater, OK,6.0,3.3,,3.4,,16.0,09/16/2003,NAN,TYPOGRAPHY,4.0,3.0,,,,,0.0,0.0,Jeff has been in the industry for a while so he has a perspective that many professors don\'t. He\'s all about getting students to do better than they think they can with computer graphics and such. Very good teacher overall.,40.0,male,hispanic,0.018945687,0.5114365,0.031851355,0.4377665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James  Allard,Brock University,English department, St. Catharines, ON,5.0,4.3,,3.3,Tough Grader (8)  Hilarious (6)  Amazing lectures (4)  Gives good feedback (4)  Respected (3)  SO MANY PAPERS (2)  Skip class? You won\'t pass. (2)  Get ready to read (2)  Participation matters (1)  Caring (1)  BEWARE OF POP QUIZZES (1)  Inspirational (1),64.0,07/14/2014,NAN,ENGL1F97,5.0,2.0,Mandatory,,,,0.0,0.0,Best Professor. He keeps you intrigued with his lectures. As long as you go to the lectures and seminars and put in an effort this class will not be a problem to get a good mark. His exams are no surprise because he is crystal clear with what he wants you to know.,53.0,male,nh_white,0.007863644,0.015062271,0.09067314,0.88640094,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
Anthony  James,Coastal Carolina Community College,History department, Jacksonville, NC,3.0,4.2,100%,3.3,Get ready to read (8)  Tough Grader (7)  Caring (5)  Amazing lectures (4)  Skip class? You won\'t pass. (3)  Respected (3)  GROUP PROJECTS (2)  LOTS OF HOMEWORK (2)  Gives good feedback (2)  Inspirational (2)  Clear grading criteria (2)  Participation matters (1)  LECTURE HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1)  Hilarious (1),46.0,01/10/2015,NAN,HIS110,2.0,5.0,Mandatory,Yes,,B+,0.0,0.0,Lectures are good but quizzes aren\'t based on them. Gives A LOT of work and assigns 70 pgs to read for every 2 days. When I took his class I was taking four others. THANK GOD my other classes didn\'t have a big load of homework like he did. For the Exams he tells you that its covers things that are on the outline which is basically everything.,68.0,male,hispanic,0.006852621,0.85611624,0.025865553,0.11116557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Chris  Ramsey,Oklahoma State University,Fine Arts department, Stillwater, OK,13.0,3.3,,2.8,Caring (1)  Skip class? You won\'t pass. (1)  Tough Grader (1)  LOTS OF HOMEWORK (1)  Participation matters (1),9.0,05/22/2006,NAN,3DDESIGN,2.0,3.0,,,,,0.0,0.0,Artist seems most interested in himself more than the students.,10.0,male,hispanic,0.018945687,0.5114365,0.031851355,0.4377665,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
John  Nelson,University of South Carolina,Biology department, Columbia, SC,14.0,3.9,,3.8,Skip class? You won\'t pass. (2)  GRADED BY FEW THINGS (1)  Tough Grader (1),23.0,08/19/2014,NAN,BIO527,5.0,3.0,Mandatory,,,,0.0,0.0,"This class is NOT easy but Dr. Nelson wants you to do well. You will enjoy this class. It turns into a ""botany family"". Field trips every week (4hrs) & a quiz each day. You MUST keep up on your terminology & nomenclature to do well. This class requires work but is so rewarding. Dr. NELSON IS AWESOME! (Bio 526-528 I think) Take one of his classes!",67.0,male,nh_white,0.012965596,0.06151444,0.038672782,0.8868472,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nina-Nash  Robertson,Central Michigan University,Music department, Mount Pleasant, MI,14.0,4.0,,1.7,Inspirational (4)  Respected (3)  Hilarious (2)  Caring (1)  Participation matters (1)  Skip class? You won\'t pass. (1),27.0,07/09/2007,NAN,MUS182,3.5,1.0,,,,,0.0,0.0,She has her favorites we do the same music all year long she talks badly about students quite often. She is ok part of the time other times he is a completely horrible person,34.0,male,nh_white,0.023864917,0.40464708,0.052973956,0.5185141,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Laurie  Ross,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,13.0,4.1,,2.6,Gives good feedback (4)  EXTRA CREDIT (3)  Get ready to read (2)  Participation matters (2)  LOTS OF HOMEWORK (1)  Caring (1)  Respected (1),18.0,04/21/2006,NAN,ENG103,4.5,3.0,,,,,0.0,0.0,she is very helpful and her assignments are clear. If you do your work you will have no problem.,19.0,male,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
P  Lawson,Volunteer State Community College,Psychology department, Gallatin, TN,3.0,2.7,,3.3,,50.0,04/17/2006,NAN,PSYCHOLOGY101,5.0,3.0,,,,,0.0,0.0,She has to be one of the greatest teachers.,9.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clare  Johnson,Fashion Institute of Technology,Mathematics department, New York, NY,12.0,2.4,40%,3.5,Tough Grader (5)  Skip class? You won\'t pass. (2)  LOTS OF HOMEWORK (1)  Participation matters (1)  LECTURE HEAVY (1)  Get ready to read (1),33.0,01/02/2014,NAN,MA222,2.5,3.0,Mandatory,,,,2.0,0.0,This class is hard when it doesn\'t have to be. She spends an incredible amount of time going over things like how to find mean and median and not enough going over new concepts. She does let you use notes for one test and drops your lowest grade. I got an A but the class was much more challenging than it should have been.,64.0,male,nh_white,0.02704217,0.14060116,0.02729806,0.80505866,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Robert  Brannon,Brooklyn College,Psychology department, Brooklyn, NY,1.0,4.1,,2.6,,33.0,05/12/2006,NAN,SOCIALPSYCH,3.5,3.0,,,,,0.0,0.0,ok I don\'t know what anyone is talking about this class is so boring and tedious it\'s insane how much notes are given each and every class and how every single part of it is on the test the test are really hard and need a lot of memorizing but there is a pretty big curve but wayyyy too much notes every dayyy cannot miss anythingg!,66.0,male,nh_white,0.0098454235,0.026140444,0.41389626,0.5501178000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony  Stewart,Dalhousie University,English department, Halifax, NS,4.0,4.0,,3.7,,39.0,04/18/2006,NAN,ENGL,5.0,4.0,,,,,0.0,0.0,awesome prof. funny smart and kind. REALLY HARD MARKER & BRUTAL EXAM but worth it because his lectures are great. i didn\'t skip once!,24.0,male,nh_white,0.0037718988,0.020329734,0.37009293,0.6058055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris  Ramsey,Oklahoma State University,Fine Arts department, Stillwater, OK,13.0,3.3,,2.8,Caring (1)  Skip class? You won\'t pass. (1)  Tough Grader (1)  LOTS OF HOMEWORK (1)  Participation matters (1),9.0,05/31/2008,NAN,ART101,3.5,4.0,,,,,0.0,0.0,I think he was a great teacher. He was arrogant and some say gay. I had a crush on him...why I have no idea.,24.0,male,hispanic,0.018945687,0.5114365,0.031851355,0.4377665,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
John  Everett,Loyola University Maryland,Marketing department, Baltimore, MD,8.0,4.5,,2.1,,11.0,09/20/2003,NAN,MARKETING,5.0,3.0,,,,,1.0,0.0,Good lectures and is willing to help if you need it. One of the best professors you\'ll find at Loyola! Good professors are hard to find at this school.,29.0,male,hispanic,0.012706069,0.5329771,0.0671078859999999,0.38720894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department, Boston, MA,13.0,2.6,33%,2.8,Skip class? You won\'t pass. (4)  TEST HEAVY (1)  LOTS OF HOMEWORK (1)  GRADED BY FEW THINGS (1)  LECTURE HEAVY (1)  EXTRA CREDIT (1),26.0,10/11/2017,NAN,PHY270,3.0,3.0,,Yes,No,,1.0,0.0,The class is easy if you just do the supplemental tune up homework to study for the exam as they are exact copies of each other. Norma herself has some quirky characteristics about her and lecture is like a random dimension and makes no sense. Just do the homework for the extra credit and you will get an A. The final is like the appendix though.,66.0,male,nh_black,0.0059815194,0.008542055,0.7630602,0.22241622,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
Rudi  Hartmann,University of Colorado Denver,Geography department, Denver, CO,14.0,2.8,,2.3,Participation matters (3)  Get ready to read (2)  LECTURE HEAVY (1),15.0,12/13/2011,NAN,GEOG1102,4.0,1.0,,,,,0.0,0.0,Good professor interesting and very easy class!,7.0,male,hispanic,0.010951649,0.7501523,0.03321053,0.20568551,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Norm  Johnson,Ithaca College,Theater department, Ithaca, NY,9.0,3.8,,3.2,,13.0,11/22/2004,NAN,SCENESTUDY,5.0,3.0,,,,,0.0,0.0,Dr. NoJo has really enlivened my ideas about theatre and hell about life too. He is an amazingly passionate teacher and an captivating director. Come back from sabbatical Norm! 2007 loves you!,32.0,male,hispanic,0.06326056,0.65065867,0.07861185,0.2074689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald  Martin,Santa Ana College,History department, Santa Ana, CA,4.0,2.7,,4.3,,47.0,04/21/2013,NAN,HISTORY101,4.0,1.0,,,,,0.0,0.0,Great professor easy reading quizzes and essays. You do NOT have to be a good writer or be smart you just need to READ. Those who didn\'t read got a bad grade. Those who did got a great grade. If you go to SAC there won\'t be an easier History 101 teacher. Just READ for the quizes and STUDY for the exams and you\'ll be good.,66.0,male,hispanic,0.00877657,0.85945094,0.012976925,0.11879566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan  William,University of Oregon,Journalism department, Eugene, OR,8.0,3.1,,3.6,Skip class? You won\'t pass. (5)  BEWARE OF POP QUIZZES (3)  Amazing lectures (2)  Respected (2)  Gives good feedback (1)  LECTURE HEAVY (1)  Caring (1)  Inspirational (1),43.0,11/27/2007,NAN,J204,4.5,4.0,,,,,0.0,0.0,I found Dr.Ryan to be very engaging and inspiring professor. He is extremely knowledgeable on his subject (seeing as he wrote the book on it)and although he has high standards he really takes pride in his students and is there to help you succeed in his class the j school and the journalism field. Utilize his office hours!!!,58.0,male,hispanic,0.046035413,0.5072137999999999,0.022860989,0.42388982,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Mary  Galvin,Butte College,History department, Oroville, CA,3.0,1.9,,4.0,,12.0,02/25/2004,NAN,HISTORY,2.5,5.0,,,,,0.0,0.0,This teacher is very difficult. She confused me with the assignments. I like history a lot and she made me dislike it a lot in her class.,27.0,male,nh_white,0.02600526,0.09061342,0.18252872,0.7008525999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William  Brooks,Florida Atlantic University,Biology department, Boca Raton, FL,1.0,3.5,68%,3.6,Skip class? You won\'t pass. (73)  BEWARE OF POP QUIZZES (47)  Tough Grader (39)  Hilarious (27)  LECTURE HEAVY (21)  Get ready to read (20)  EXTRA CREDIT (15)  Amazing lectures (11)  TEST HEAVY (8)  Respected (7)  Inspirational (7)  Clear grading criteria (5)  Participation matters (4)  Gives good feedback (4)  Caring (2),274.0,04/24/2018,NAN,BSC1010,2.0,4.0,Mandatory,Yes,No,Not,0.0,0.0,Brooks is not a good professor. He lectures very heavy and if you don\'t pay attention you won\'t pass. Tends to make fun of students and can be funny at times but other times he takes his jokes too far to the point where he is very disrespectful. He will not change the way he teaches the course so don\'t bother taking him for biodiversity,65.0,male,hispanic,0.009557745,0.5360341,0.015778068,0.43863013,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
Marc  Stern,Bentley University,History department, Waltham, MA,11.0,3.2,,3.9,LECTURE HEAVY (1)  Get ready to read (1)  LOTS OF HOMEWORK (1),28.0,11/04/2011,NAN,HI353,3.0,4.0,,,,,0.0,0.0,Pro:1.Knowledgeable about some aspects of US History 2.Makes lectures interesting 3.Usually friendly Con:1.Clearly liberal(I can\'t even tell if separating fact from opinion)2.Tough Class&High dependency on notes 3.LOTs of reading 4.Having background in history is nearly necessary 5.Disorganized manner thought speech and writing,42.0,male,nh_white,0.010527529,0.09152519,0.23516609,0.6627812,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
J  Allen,Volunteer State Community College,Health Science department, Gallatin, TN,11.0,4.6,,2.7,Inspirational (1)  Amazing lectures (1)  Tough Grader (1)  Caring (1)  Clear grading criteria (1)  Get ready to read (1),16.0,04/13/2011,NAN,MED101,5.0,1.0,,,,,0.0,0.0,She is awesome and she tells you what to study for the test. No tricks. She give extra credit on the last 4 tests and one of the last tests is a take home test. I really enjoyed this class. I made a A,44.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,02/11/2014,NAN,AR108,1.0,5.0,,,,,2.0,2.0,So confusing because he says he wants you to be creative but then shoots down your ideas. He tells you exactly how he wants it done even though its your art. No real free will in the class. You basically are only learning his style of art.,47.0,male,nh_white,0.021079056,0.05030377,0.2638267,0.66479045,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Rhoda  Jost,Florida State College at Jacksonville,Biology department, Jacksonville, FL,10.0,2.9,,3.0,,41.0,06/27/2008,NAN,MCB2010,1.0,5.0,,,,,1.0,1.0,I would not take her again. She taught the online portion for the hybrid class but not the lab. This makes it difficult because it\'s like 2 different classes! She never responds to emails and doesnt answer her phone. You never know what is going to be on the test so you have to study everything since you cannot get ahold of her to find out.,66.0,male,nh_black,0.0067887916,0.027051132,0.79529124,0.17086889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,01/17/2014,NAN,S122,5.0,4.0,Mandatory,,,A+,0.0,0.0,She is great! Very helpful and so enthusiastic about her job. She made the class very fun to be in! Has quizzes about what you talked about in the class the day before has great study guides as well.,39.0,male,nh_white,0.011795173,0.07335346,0.13582584,0.77902555,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
William  Irvine,York University (all campuses),History department, Toronto, ON,4.0,4.2,,3.0,,112.0,09/29/2007,NAN,HIST1010,4.0,3.0,,,,,0.0,0.0,Such a dynamic teacher. You can really tell he\'s interested in what he\'s teaching. Very knowledgeable and uses good examples to clarify. Talks at a relatively normal speed not slowed down like many other professors. Very upfront about how this class will be challenging. Keeps class interesting with his enthusiasm. Keeps the class engaged.,54.0,male,hispanic,0.05494308,0.5603916,0.09732618,0.28733915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cronin  Justin,Rice University,English department, Houston, TX,3.0,4.8,,3.0,,2.0,02/24/2006,NAN,ENGL401,5.0,2.0,,,,,0.0,0.0,a lot of technical help with stories not the vague emotional stuff that you get in many creative-writing courses. unlike most Rice classes this one is a good place to make friends. it\'s always fun and it creates a community of serious (or semi-serious) writers.,45.0,male,nh_white,0.012761113,0.16791731,0.22104241,0.5982791000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan  Cole,Queen\'s University at Kingston,Pharmacology department, Kingston, ON,4.0,3.2,,3.0,,3.0,02/04/2002,NAN,PHAR450,4.0,3.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.0077069975,0.008999808,0.4584343,0.52485883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carla  Steinberg,Sonoma State University,English department, Rohnert Park, CA,4.0,4.4,,2.0,,32.0,04/27/2007,NAN,ENGL101,4.5,2.0,,,,,0.0,0.0,Requires a lot of reading. Nice old lady who respects others comments. I highly recommend if you enjoy reading but has limited office hours. She will do her best in class to help you with your essays. Kinda crazy lady though!,41.0,male,hispanic,0.010686591,0.5016725999999999,0.017180476,0.47046033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymond  Wolf,Pensacola State College,English department, Pensacola, FL,10.0,4.0,,1.7,Hilarious (2)  Amazing lectures (2)  Inspirational (1),30.0,06/24/2011,NAN,ARH3027,5.0,1.0,,,,,0.0,0.0,DEFINITELY AN EYE OPENER NEED TO BE OPEN MINDED. HIGHLY RECOMMEND TO TAKE HIS CLASS. HE LOVES TO HEAR STUDENTS THOUGHTS.,21.0,male,hispanic,0.020146044,0.68633896,0.08743143,0.20608349,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Valerie  Martin,Immaculata University,Mathematics department, Immaculata, PA,8.0,4.6,,2.7,,9.0,08/21/2010,NAN,CIS214,3.5,1.0,,,,,0.0,0.0,She is a very nice easy teacher. She will help you and give you time to get projects done. However there was no method to her madness as far as how projects were weighted. But didnt really natter because as long as you did it fairly well you got an A.,51.0,male,nh_white,0.028812384,0.08064162,0.0073676356,0.88317835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary  Boyd,Concordia University,Education department, Montreal, QC,9.0,3.0,,3.7,,6.0,01/19/2005,NAN,TOPICS,5.0,3.0,,,,,0.0,0.0,No Comments,2.0,male,hispanic,0.0073185169999999,0.7752965999999999,0.012523612,0.20486128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sue  Davis,Denison University,Political Science department, Granville, OH,13.0,3.5,,3.5,SO MANY PAPERS (1)  Tough Grader (1)  LOTS OF HOMEWORK (1),13.0,06/09/2005,NAN,COMPARATIVEPOL,5.0,3.0,,,,,0.0,0.0,This was a boring class. It was tuesday and thursday at 10 and all she did was show us powerpoint presentations that she had made a long time ago. She told us where they needed updats but I still didn\'t like it. She was very nice and very helpfull (esp. for students needing extra time) but she did not bring the subject matter alive for me. READ!,67.0,male,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Laurie  Ross,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,13.0,4.1,,2.6,Gives good feedback (4)  EXTRA CREDIT (3)  Get ready to read (2)  Participation matters (2)  LOTS OF HOMEWORK (1)  Caring (1)  Respected (1),18.0,02/29/2004,NAN,ENGL131,5.0,2.0,,,,,0.0,0.0,No Comments,2.0,male,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
